name,KO/TKO,Submission,Unanimous Decision,Majority Decision,Split Decision,No Contest,Losses,StrikeBonus,5roundBonus,Value,FighterId
Pete Williams,100,180,0,0,0,0,125,10,25,190,140002069
Leandro Silva,0,90,160,0,0,0,100,40,0,190,140004672
Saidyokub Kakhramonov,0,90,80,0,0,0,25,45,0,190,140001183
Fabiano Iha,100,180,0,0,0,0,100,9,0,189,140001909
Roland Delorme,0,180,80,0,0,0,75,4,0,189,140004545
Mariya Agapova,0,180,0,0,0,0,75,84,0,189,140000510
Scott Jorgensen,100,90,160,0,0,0,200,13,25,188,140004500
Tatsuya Kawajiri,0,90,160,0,0,0,75,13,0,188,140004343
Karl Williams,0,0,160,0,0,0,0,28,0,188,140001616
Dongi Yang,200,0,0,0,0,0,75,63,0,188,140004753
Timur Valiev,0,0,80,75,0,0,25,57,0,187,140000960
Modestas Bukauskas,100,0,160,0,0,0,75,2,0,187,140000922
Marcio Cruz,100,90,0,0,0,0,50,47,0,187,140003038
Jorge Gurgel,0,0,160,0,70,0,100,57,0,187,140003489
Ashlee Evans-Smith,100,0,80,0,70,0,150,86,0,186,140000081
Gan McGee,200,0,0,0,0,0,50,11,25,186,140002722
Roxanne Modafferi,100,0,160,0,70,0,200,30,25,185,140000281
Livinha Souza,0,90,80,0,70,0,75,20,0,185,140000041
Kenichi Yamamoto,0,90,80,0,0,0,25,15,25,185,140002778
Takanori Gomi,200,0,80,0,70,0,225,59,0,184,140001905
Eliot Marshall,0,90,80,0,70,0,75,19,0,184,140004199
Maxim Grishin,100,0,80,0,0,0,75,79,0,184,140000936
Ottman Azaitar,200,0,0,0,0,0,50,34,0,184,140000596
Cung Le,100,0,80,0,0,0,50,4,50,184,140004642
Sarah Kaufman,0,0,80,0,0,0,50,154,0,184,140004574
Hunter Azure,0,0,160,0,0,0,50,73,0,183,140000453
Laverne Clark,100,0,0,75,0,0,25,33,0,183,
Juan Espino,0,180,0,0,0,0,25,28,0,183,140000876
Farid Basharat,0,90,80,0,0,0,0,12,0,182,140001498
Gabriel Bonfim,0,180,0,0,0,0,0,2,0,182,140001594
Bea Malecki,0,90,80,0,0,0,25,37,0,182,140000374
Tony Kelley,100,0,80,0,0,0,50,51,0,181,140001001
Keith Hackney,100,90,0,0,0,0,50,41,0,181,140004992
Steve Jennum,100,90,0,0,0,0,25,16,0,181,140004989
Johnny Rhodes,100,90,0,0,0,0,25,16,0,181,140004835
Victor Altamirano,100,0,80,0,0,0,50,51,0,181,140001147
Hector Lombard,200,0,80,0,0,0,200,101,0,181,140000708
Christian Rodriguez,0,90,80,0,0,0,25,35,0,180,140001255
Marco Beltran,0,90,80,0,70,0,75,14,0,179,140003920
Guangyou Ning,100,0,80,0,0,0,50,48,0,178,140004749
Bas Rutten,100,0,0,0,70,0,0,8,0,178,140004862
Chris Clements,100,0,0,0,70,0,50,58,0,178,140004739
Michael Chandler,200,0,0,0,0,0,75,27,25,177,140001095
Aleksei Kunchenko,0,0,160,0,0,0,50,67,0,177,140000535
Raul Rosas Jr.,100,90,0,0,0,0,25,12,0,177,140001630
Dwight Grant,100,0,0,0,140,0,125,62,0,177,140000112
Abdul-Kerim Edilov,100,0,0,0,0,0,0,76,0,176,140004621
Ji Yeon Kim,100,0,0,0,140,0,175,111,0,176,140000623
Vitor Petrino,0,90,80,0,0,0,0,6,0,176,140001586
Ricky Turcios,0,0,0,0,140,0,25,61,0,176,140001177
Teruto Ishihara,200,0,80,0,0,0,125,21,0,176,140000058
Devonte Smith,200,0,0,0,0,0,75,50,0,175,140000064
Zach Makovsky,0,0,240,0,0,0,100,35,0,175,140004709
Chico Camus,0,0,160,0,70,0,100,45,0,175,140004338
Cody McKenzie,0,180,80,0,0,0,100,15,0,175,140004430
Russell Doane,100,90,0,0,70,0,125,39,0,174,140000699
Hatsu Hioki,0,0,160,0,70,0,125,69,0,174,140004400
Joe Soto,0,180,80,0,0,0,125,14,25,174,140000675
Jordan Espinosa,0,0,160,0,0,0,100,113,0,173,140000199
Frank Trigg,200,0,0,0,0,0,125,48,50,173,140004017
Raulian Paiva,100,0,80,75,0,0,100,18,0,173,140000060
Daniel Zellhuber,0,90,80,0,0,0,25,27,0,172,140001213
Trevor Prangley,0,90,80,0,0,0,50,52,0,172,140002800
Michael Graves,0,90,80,0,0,0,0,1,0,171,140004469
Chris Holdsworth,0,90,80,0,0,0,0,1,0,171,140004691
Elise Reed,0,0,160,0,70,0,100,41,0,171,140001131
Phillip Miller,0,90,80,0,0,0,0,1,0,171,140002567
Ian McCall,0,0,160,0,0,0,75,85,0,170,140004526
Elves Brener,100,0,0,0,70,0,0,0,0,170,140001678
Jamall Emmers,0,0,160,0,0,0,75,84,0,169,140000783
Lance Benoist,0,0,160,0,0,0,50,59,0,169,140004204
Iasmin Lucindo,0,90,80,0,0,0,25,24,0,169,140001523
Jake Hadley,100,90,0,0,0,0,50,28,0,168,140001266
Piera Rodriguez,0,0,160,0,0,0,25,33,0,168,140001285
Magomed Mustafaev,200,0,0,0,0,0,50,18,0,168,140000268
Steve Bosse,100,0,80,0,0,0,25,13,0,168,140004364
Luana Pinheiro,0,0,80,0,70,0,0,18,0,168,140001073
Rob Kimmons,0,180,80,0,0,0,100,7,0,167,140003895
Jacqueline Cavalcanti,0,0,80,0,0,0,0,87,0,167,140005078
Allan Nascimento,0,90,80,0,0,0,25,21,0,166,140000858
Eric Schafer,100,180,0,0,0,0,150,36,0,166,140001798
Alex Hunter,0,90,0,0,70,0,0,6,0,166,140004929
Junior Assuncao,0,90,80,0,0,0,75,70,0,165,140004247
Natan Levy,0,0,160,0,0,0,25,30,0,165,140001085
Noad Lahat,0,0,80,75,0,0,50,59,0,164,140004316
Jack Jenkins,0,0,80,0,70,0,25,37,0,162,140001636
Piotr Hallmann,0,180,0,0,0,0,100,82,0,162,140004478
Chris Barnett,200,0,0,0,0,0,50,11,0,161,140001124
Nad Narimani,0,0,160,0,0,0,50,51,0,161,140000174
Luis Saldana,0,0,160,0,0,0,25,25,0,160,140001063
Steven Peterson,100,0,80,0,70,0,125,35,0,160,140000212
Adam Wieczorek,0,90,80,0,0,0,25,14,0,159,140000727
Mike van Arsdale,0,90,80,0,0,0,50,39,0,159,
Genki Sudo,0,180,0,0,0,0,25,4,0,159,140002581
Jonathan Goulet,100,90,0,75,0,0,125,19,0,159,140003744
Joe Riggs,100,90,80,0,0,0,175,64,0,159,140004793
Brady Hiestand,100,0,80,0,0,0,25,4,0,159,140001178
Matt Grice,0,0,80,0,70,0,125,134,0,159,140003926
Hector Sandoval,100,0,80,0,0,0,50,28,0,158,140004462
James Irvin,300,0,0,0,0,0,150,8,0,158,140003021
Kevin Jackson,100,90,0,0,0,0,50,18,0,158,140004943
Fredy Serrano,200,0,0,0,0,0,50,7,0,157,140004480
Oskar Piechota,100,0,80,0,0,0,75,52,0,157,140000536
Dong Hyun Ma,100,0,80,0,70,0,125,32,0,157,140000063
Carlos Hernandez,0,0,80,0,70,0,25,31,0,156,140001249
Keita Nakamura,0,180,0,0,140,0,175,11,0,156,140000275
Mike Rodriguez,200,0,0,0,0,0,125,81,0,156,140000464
Phil Baroni,200,0,80,0,0,0,175,51,0,156,140004190
Jaqueline Amorim,100,0,0,0,0,0,25,80,0,155,140001700
Tom Duquesnoy,100,0,80,0,0,0,25,0,0,155,140000719
Diana Belbita,0,0,160,0,0,0,75,70,0,155,140000635
Brad Scott,0,180,0,0,70,0,125,29,0,154,
Ryan Benoit,200,0,0,0,70,0,150,33,0,153,140000887
Daniel Roberts,0,180,0,0,70,0,100,3,0,153,140002780
Josefine Knutsson,0,0,80,0,0,0,0,73,0,153,140001439
Johnny Munoz,0,90,80,0,0,0,75,57,0,152,140000980
Blagoy Ivanov,0,0,240,0,0,0,125,11,25,151,140000167
Brandon Thatch,200,0,0,0,0,0,100,26,25,151,140004357
Rodrigo Damm,0,90,80,0,70,0,100,10,0,150,140004073
Tarec Saffiedine,0,0,160,0,0,0,100,40,50,150,140004100
Aaron Riley,0,0,240,0,0,0,150,59,0,149,140004260
Danny Henry,0,90,80,0,0,0,50,28,0,148,140000179
Sarah Moras,100,90,80,0,0,0,150,28,0,148,140000320
Eric Shelton,0,0,80,0,70,0,100,97,0,147,140000198
James Wilks,0,90,80,0,0,0,50,27,0,147,140003609
Rory Singer,0,90,80,0,0,0,50,27,0,147,140003324
Deron Winn,0,0,160,0,0,0,75,61,0,146,140000413
Shane Young,100,0,80,0,0,0,125,90,0,145,140000061
Herbert Burns,100,90,0,0,0,0,50,5,0,145,140000526
Ariane Carnelossi,100,90,0,0,0,0,50,5,0,145,140000610
Houston Alexander,200,0,0,0,0,0,100,45,0,145,140004263
Khalid Murtazaliev,100,0,0,0,0,0,0,44,0,144,140000862
David Loiseau,200,0,0,0,0,0,125,44,25,144,140003626
Tae Hyun Bang,100,0,0,0,70,0,75,48,0,143,140004614
Chris Beal,100,0,80,0,0,0,75,38,0,143,140004142
Gabe Green,100,0,80,0,0,0,75,38,0,143,140000911
Chidi Njokuani,200,0,0,0,0,0,75,18,0,143,140001174
Cyril Asker,100,90,0,0,0,0,75,26,0,141,140000689
Robert Whiteford,100,0,80,0,0,0,75,36,0,141,140004596
Ken Stone,0,90,0,0,70,0,50,31,0,141,140003972
Aoriqileng,100,0,80,0,0,0,75,36,0,141,
Jess Liaudin,100,90,0,0,0,0,75,25,0,140,140002827
Ivan Jorge,0,0,160,0,0,0,50,30,0,140,140004452
Marcelo Guimaraes,0,0,0,0,140,0,50,50,0,140,140004312
Esteban Ribovics,0,0,80,0,0,0,25,85,0,140,140001458
Dylan Andrews,200,0,0,0,0,0,75,14,0,139,140004740
Josh Fremd,0,90,80,0,0,0,75,44,0,139,140001408
Luana Santos,100,0,0,0,0,0,0,39,0,139,140005027
Mick Parkin,0,0,80,0,0,0,0,59,0,139,140001537
Nick Osipczak,100,90,0,0,0,0,75,24,0,139,140003514
Khama Worthy,100,90,0,0,0,0,75,23,0,138,140000553
Dan Argueta,0,0,80,0,0,50,25,33,0,138,140001447
Brian Bowles,0,90,80,0,0,0,50,17,0,137,140003888
Alexander Yakovlev,100,90,80,0,0,0,150,17,0,137,140000273
Austin Hubbard,0,0,160,0,0,0,125,100,0,135,140000362
Scott Askham,200,0,0,0,0,0,100,34,0,134,140004726
Charles Johnson,100,0,0,0,70,0,75,39,0,134,140001416
Impa Kasanganay,0,90,80,0,0,0,50,14,0,134,140000577
Jessica Penne,0,90,0,0,140,0,125,4,25,134,140001106
Albert Duraev,0,0,80,0,70,0,50,34,0,134,140001192
Nicco Montano,0,0,80,0,0,0,25,54,25,134,140000463
Trey Waters,0,0,80,0,0,0,0,54,0,134,140001613
Frank Camacho,100,0,0,0,70,0,150,113,0,133,140000376
Isaac Dulgarian,100,0,0,0,0,0,0,33,0,133,140001670
Leandro Issa,0,180,0,0,0,0,75,28,0,133,140004600
Mizuki,0,0,80,0,70,0,25,8,0,133,
Danilo Marques,0,90,80,0,0,0,50,13,0,133,140001043
Heath Herring,0,0,80,0,70,0,75,57,0,132,140002603
Tiago dos Santos e Silva,0,0,80,0,70,0,50,32,0,132,
Abubakar Nurmagomedov,0,0,160,0,0,0,50,21,0,131,140000885
Jack Marshman,100,0,80,0,70,0,125,6,0,131,140000187
Mike Wilkinson,100,0,80,0,0,0,50,0,0,130,140004728
Ramiz Brahimaj,0,180,0,0,0,0,50,0,0,130,140000927
Diego Rivas,100,0,80,0,0,0,50,0,0,130,140000747
Aleksandra Albu,0,90,80,0,0,0,50,10,0,130,
Charlie Campbell,100,0,0,0,0,0,0,29,0,129,140001455
Randy Costa,200,0,0,0,0,0,100,29,0,129,140000248
Jared Hamman,100,0,80,0,0,0,125,74,0,129,140004387
Christian Wellisch,0,90,80,0,0,0,75,34,0,129,140003827
Tom Murphy,100,0,0,0,0,0,0,28,0,128,140002215
Nah-Shon Burrell,0,0,80,0,0,0,25,73,0,128,140002731
Amanda Cooper,100,0,80,0,0,0,100,47,0,127,140000743
Chris Kelades,0,0,80,0,70,0,50,27,0,127,140004713
Alessandro Costa,100,0,0,0,0,0,25,51,0,126,140001495
Darren Uyenoyama,0,90,80,0,0,0,50,6,0,126,140004488
Gaston Bolanos,0,0,80,0,0,0,0,46,0,126,
Royston Wee,0,0,80,0,70,0,25,0,0,125,140003962
Chance Rencountre,0,90,80,0,0,0,50,4,0,124,140000001
Anshul Jubli,100,0,0,0,0,0,0,24,0,124,140001442
Antonio Carvalho,100,0,0,0,70,0,50,3,0,123,140003172
Billy Goff,100,0,0,0,0,0,0,23,0,123,140001500
James Moontasri,100,90,0,0,0,0,100,33,0,123,140004408
Luis Henrique,0,180,0,0,0,0,100,42,0,122,140000865
Shane Nelson,100,0,0,0,70,0,50,1,0,121,140004184
Terry Martin,200,0,0,0,0,0,100,21,0,121,140002783
Francisco Figueiredo,0,90,80,0,0,0,50,1,0,121,140001098
Cody Brundage,100,90,0,0,0,0,100,31,0,121,140001011
Bojan Velickovic,100,0,80,0,0,0,75,15,0,120,140003867
Tulio Palhares,100,0,0,0,0,0,0,20,0,120,140004931
Veronica Hardy,0,90,80,0,0,0,100,50,0,120,140000107
Jonny Parsons,100,0,0,0,0,0,0,19,0,119,140001288
Trevor Peek,100,0,0,0,0,0,25,44,0,119,140001617
Lucas Almeida,100,0,0,0,0,0,25,44,0,119,140001214
Karlos Vemola,100,90,0,0,0,0,100,29,0,119,140004029
Yan Cabral,0,90,80,0,0,0,75,24,0,119,140004720
Jarred Brooks,0,0,0,0,140,0,50,28,0,118,140000754
Geza Kalman,100,0,0,0,0,0,0,18,0,118,140004936
Jonathan Brookins,100,0,80,0,0,0,75,13,0,118,140004459
Melquizael Costa,0,0,80,0,0,0,25,62,0,117,140001673
KJ Noons,100,0,80,0,0,0,75,12,0,117,140004160
Morgan Charriere,100,0,0,0,0,0,0,17,0,117,
Wellington Turman,0,90,80,0,70,0,125,1,0,116,140000468
Austin Lingo,0,0,160,0,0,0,75,31,0,116,140000896
Kalib Starnes,0,90,80,0,0,0,75,21,0,116,140003044
Javier Vazquez,0,0,80,0,0,0,0,35,0,115,140003809
Darrick Minner,0,90,80,0,0,0,100,45,0,115,140000527
Jon Hess,100,0,0,0,0,0,0,15,0,115,140004827
Kevin Burns,100,90,0,0,0,0,75,0,0,115,140003581
Mana Martinez,0,0,0,0,140,0,50,24,0,114,140001023
Lucas Alexander,0,0,80,0,0,0,25,59,0,114,140001649
Kiichi Kunimoto,0,90,0,0,70,0,50,4,0,114,140003991
Pingyuan Liu,0,0,80,0,70,0,50,13,0,113,
Igor Araujo,0,0,160,0,0,0,50,3,0,113,140004529
Shana Dobson,200,0,0,0,0,0,100,12,0,112,140000551
Nam Phan,0,0,80,0,70,0,150,112,0,112,140004702
Edwin Figueroa,100,0,0,0,70,0,100,42,0,112,140003175
Asu Almabayev,0,90,0,0,0,0,0,22,0,112,140005007
Philip De Fries,0,90,80,0,0,0,75,17,0,112,
Jonathan Meunier,0,0,80,0,0,0,25,56,0,111,140004128
Benito Lopez,0,0,160,0,0,0,50,0,0,110,140000084
Jack Nilson,100,0,0,0,0,0,0,10,0,110,140004994
Luke Jumeau,0,0,160,0,0,0,50,0,0,110,140000629
Juan Adams,100,0,0,0,0,0,75,85,0,110,140000313
Gilbert Urbina,100,0,0,0,0,0,25,35,0,110,140001184
Marcus Aurelio,100,90,0,0,0,0,100,20,0,110,140003814
Ashley Yoder,0,0,160,0,70,0,175,55,0,110,140000415
Justin McCully,0,0,160,0,0,0,50,0,0,110,140003842
Forrest Petz,0,0,160,0,0,0,125,74,0,109,140003808
Sean O'Connell,200,0,0,0,0,0,125,33,0,108,140003677
HyunSung Park,0,90,0,0,0,0,0,18,0,108,140001674
Rafael Carino,100,0,0,0,0,0,0,8,0,108,140004889
Anthony Birchak,100,0,0,0,70,0,100,38,0,108,140001083
Shannon Gugerty,0,180,0,0,0,0,75,2,0,107,140003617
Jordan Rinaldi,0,90,80,0,0,0,75,12,0,107,140000184
Matthew Lopez,100,0,80,0,0,0,100,27,0,107,140000726
Yoshiyuki Yoshida,0,180,0,0,0,0,75,2,0,107,140003363
Abus Magomedov,100,0,0,0,0,0,25,7,25,107,140001357
Marcelo Mello,100,0,0,0,0,0,0,7,0,107,140004917
Felipe Silva,100,0,0,0,0,0,50,56,0,106,140000744
Tainara Lisboa,0,90,0,0,0,0,0,16,0,106,140001712
Brian Johnston,200,0,0,0,0,0,100,6,0,106,140004953
Michinori Tanaka,0,0,80,0,70,0,75,30,0,105,140004259
Garrett Armfield,100,0,0,0,0,0,25,30,0,105,140001491
Dustin Kimura,0,180,0,0,0,0,75,0,0,105,140002295
Henrique da Silva,100,90,0,0,0,0,100,15,0,105,140000850
Artem Lobov,0,0,160,0,0,0,125,45,25,105,140000869
Hacran Dias,0,0,160,0,70,0,125,0,0,105,140004714
Ailin Perez,0,0,80,0,0,0,25,49,0,104,140001488
Brianna Fortino,0,0,80,0,0,0,25,49,0,104,140000458
Sam Hoger,0,90,80,0,0,0,75,9,0,104,140002554
Zhang Lipeng,0,0,80,0,70,0,50,4,0,104,
Dalcha Lungiambula,100,0,80,0,0,0,125,48,0,103,140000434
Kyle Daukaus,0,90,80,0,0,0,100,33,0,103,140000427
Ikram Aliskerov,100,0,0,0,0,0,0,3,0,103,140001621
Nursulton Ruziboev,100,0,0,0,0,0,0,3,0,103,140005009
Luan Chagas,0,90,0,0,0,0,50,63,0,103,140000732
Waylon Lowe,0,0,80,0,70,0,50,3,0,103,140003515
Nick Maximov,0,0,80,0,70,0,50,3,0,103,140001078
Mike Brown,0,0,160,0,0,0,100,42,0,102,140004301
Nora Cornolle,0,0,80,0,0,0,0,22,0,102,140005008
Katsunori Kikuno,0,90,80,0,0,0,75,7,0,102,140003390
Logan Clark,0,0,80,0,0,0,0,22,0,102,140003913
Viktoriia Dudakova,100,0,0,0,0,0,0,1,0,101,140001580
Chelsea Chandler,100,0,0,0,0,0,25,26,0,101,140001639
James Head,0,90,0,0,70,0,75,16,0,101,140004351
Aliaskhab Khizriev,0,90,0,0,0,0,0,11,0,101,140001021
Katsuhisa Fujii,100,0,0,0,0,0,25,26,0,101,140004996
Muhammad Naimov,100,0,0,0,0,0,0,0,0,100,140001034
Jonathan Wiezorek,100,0,0,0,0,0,0,0,0,100,140001998
Daniel Sarafian,100,90,0,0,0,0,100,10,0,100,140004275
Sultan Aliev,0,0,80,0,70,0,50,0,0,100,140000276
Viviane Pereira,0,0,80,0,70,0,50,0,0,100,140000778
Melissa Gatto,100,0,0,0,0,0,50,49,0,99,140000913
Francisco Prado,100,0,0,0,0,0,25,24,0,99,140001677
Irina Alekseeva,0,90,0,0,0,0,0,9,0,99,140001331
Kimo Leopoldo,100,90,0,0,0,0,100,9,0,99,140002367
Yoshiki Takahashi,0,0,80,0,0,0,0,19,0,99,140004844
Malcolm Gordon,100,0,80,0,0,0,100,18,0,98,140000937
Maiquel Falcao,0,0,80,0,0,0,0,17,0,97,140004398
Ebenezer Fontes Braga,0,90,0,0,0,0,0,6,0,96,140004940
Ismael Bonfim,100,0,0,0,0,0,25,21,0,96,140001590
Jason High,0,90,80,0,0,0,75,1,0,96,140004227
Junior Tafa,100,0,0,0,0,0,25,21,0,96,140001676
Jai Herbert,100,0,80,0,0,0,100,15,0,95,140000897
Gokhan Saki,100,0,0,0,0,0,25,20,0,95,140000797
Rongzhu,100,0,0,0,0,0,50,45,0,95,
John Maguire,0,90,80,0,0,0,75,0,0,95,140004444
Sanae Kikuta,0,90,0,0,0,0,0,4,0,94,140002051
Tom Watson,100,0,80,0,0,0,125,39,0,94,140004442
Yuki Kondo,100,0,0,0,0,0,50,19,25,94,140002416
Dmitry Sosnovskiy,0,90,0,0,0,0,0,4,0,94,140000714
Jessamyn Duke,0,0,80,0,0,0,75,89,0,94,140004688
Jamey-Lyn Horth,0,0,80,0,0,0,0,13,0,93,140001711
Frank Hamaker,0,90,0,0,0,0,0,2,0,92,140004838
Clayton Carpenter,0,90,0,0,0,0,0,2,0,92,140001517
Danielle Taylor,0,0,80,0,70,0,75,17,0,92,140000657
James McSweeney,100,0,0,0,0,0,50,42,0,92,140004245
Andre Winner,100,0,80,0,0,0,100,12,0,92,140003875
Wang Guan,0,0,0,0,70,0,0,22,0,92,140004767
Nazim Sadykhov,0,90,0,0,0,0,0,2,0,92,140001525
Zac Pauga,0,0,80,0,0,0,50,61,0,91,140001512
Kyle Watson,0,0,80,0,0,0,25,36,0,91,140004416
Dave Strasser,0,0,80,0,0,0,25,36,0,91,140002103
Takashi Sato,200,0,0,0,0,0,125,16,0,91,140000301
Bob Cook,0,90,0,0,0,0,0,0,0,90,140001851
Gadzhimurad Antigulov,0,180,0,0,0,0,100,10,0,90,140000270
Travis Lutter,100,90,0,0,0,0,100,0,0,90,140003826
Scott Bessac,0,90,0,0,0,0,0,0,0,90,140004950
Kevin Jousset,0,90,0,0,0,0,0,0,0,90,140005080
Kazushi Sakuraba,0,90,0,0,0,0,0,0,0,90,140004999
William Macario,0,0,80,0,0,0,75,85,0,90,140004736
Enson Inoue,0,90,0,0,0,0,0,0,0,90,140004893
Lee Murray,0,90,0,0,0,0,0,0,0,90,140001844
Scott Adams,0,90,0,0,0,0,0,0,0,90,140001789
Josh Parisian,100,0,0,0,70,0,100,19,0,89,140000785
Martin Bravo,100,0,0,0,0,0,75,64,0,89,140000611
Corey Hill,100,0,0,0,0,0,50,39,0,89,140002007
Thiago Perpetuo,100,0,0,0,0,0,50,39,0,89,140004654
Garreth McLellan,100,0,0,0,0,0,100,89,0,89,140003823
Yui Chul Nam,0,0,0,0,70,0,50,69,0,89,140003993
Bibulatov Magomed,0,0,80,0,0,0,50,59,0,89,
Gil Castillo,0,0,80,0,0,0,50,9,50,89,140002470
Tereza Bleda,0,0,80,0,0,0,25,34,0,89,140001589
Nick Thompson,0,0,80,0,0,0,25,34,0,89,140003258
Laureano Staropoli,0,0,160,0,0,0,100,28,0,88,140000346
Nurullo Aliev,0,0,0,75,0,0,0,13,0,88,140001641
John Cholish,100,0,0,0,0,0,50,38,0,88,140004573
Cristian Quinonez,100,0,0,0,0,0,25,13,0,88,
Yanal Ashmouz,100,0,0,0,0,0,25,13,0,88,140001681
Pete Rodriguez,100,0,0,0,0,0,25,12,0,87,140001363
Joshua Van,0,0,0,0,70,0,0,17,0,87,140005005
Naoki Inoue,0,0,80,0,0,0,25,32,0,87,140000777
Blake Bilder,0,0,80,0,0,0,25,31,0,86,140001579
Tyrone Roberts,0,0,80,0,0,0,0,6,0,86,140002293
David Heath,0,90,0,0,70,0,75,1,0,86,140003440
Brian Melancon,100,0,0,0,0,0,25,11,0,86,140004091
John Lewis,100,0,0,0,0,0,25,11,0,86,140002586
Geraldo de Freitas,0,0,80,0,0,0,50,55,0,85,140000031
Mark Hughes,0,0,80,0,0,0,0,5,0,85,140002562
Jason Witt,0,90,0,75,0,0,100,20,0,85,140000933
Paul Jones,0,90,0,0,0,0,25,20,0,85,140004961
Dwayne Cason,100,0,0,0,0,0,25,10,0,85,140004977
Troy Mandaloniz,100,0,0,0,0,0,25,10,0,85,140004028
Brad Kohler,100,0,0,0,0,0,25,9,0,84,140004990
Semmy Schilt,100,0,0,0,0,0,25,9,0,84,140002058
Junie Browning,0,90,0,0,0,0,25,19,0,84,140004213
Abu Azaitar,0,0,80,0,0,0,25,29,0,84,140000818
Shane Roller,100,0,80,0,0,0,100,4,0,84,140002822
Ben Earwood,0,0,80,0,0,0,0,3,0,83,140002544
Nick Denis,100,0,0,0,0,0,25,8,0,83,140001994
Emily Ducote,0,0,80,0,0,0,50,53,0,83,140001449
Mike Nickels,0,90,0,0,0,0,25,18,0,83,140003503
Andre Fialho,200,0,0,0,0,0,125,8,0,83,140001361
Jarjis Danho,100,0,0,0,0,0,25,8,0,83,140000642
Benji Radach,0,0,80,0,0,0,25,27,0,82,140002221
Sheldon Westcott,100,0,0,0,0,0,50,32,0,82,140003717
Sai Wang,0,0,80,0,0,0,25,27,0,82,140003148
Jutaro Nakao,100,0,0,0,0,0,25,7,0,82,140002444
Damian Stasiak,0,180,0,0,0,0,100,2,0,82,140000813
Sheymon Moraes,0,0,80,0,70,0,75,7,0,82,140000236
Jesse Taylor,0,90,0,0,0,0,25,17,0,82,140004244
Galore Bofando,100,0,0,0,0,0,25,7,0,82,140004340
Joe Slick,100,0,0,0,0,0,25,6,0,81,140002002
Orlando Wiet,100,0,0,0,0,0,25,6,0,81,140004855
Steve Erceg,0,0,80,0,0,0,0,1,0,81,140001725
Ricardo Abreu,0,90,0,0,0,0,25,16,0,81,140004182
Lance Gibson,100,0,0,0,0,0,25,6,0,81,140001902
Emily Whitmire,0,90,80,0,0,0,100,11,0,81,140000076
Hannah Cifers,0,0,80,0,70,0,125,56,0,81,140000125
Shamil Gamzatov,0,0,0,0,70,0,25,35,0,80,140000646
Travis Fulton,0,0,80,0,0,0,25,25,0,80,140004925
Fernando Padilla,100,0,0,0,0,0,25,5,0,80,140001710
Dan Christison,0,90,0,0,0,0,25,15,0,80,140002456
Christian Leroy Duncan,100,0,0,0,0,0,25,5,0,80,140001680
Charles Radtke,0,0,80,0,0,0,0,0,0,80,140005028
Montserrat Rendon,0,0,0,0,70,0,0,9,0,79,140005077
Mike de la Torre,100,0,0,0,70,0,100,9,0,79,140002925
Tamires Vidal,100,0,0,0,0,0,25,4,0,79,140001646
Yaotzin Meza,0,90,80,0,0,0,100,9,0,79,140004641
Preston Parsons,0,0,80,0,0,0,50,48,0,78,140001132
Chad Anheliger,100,0,0,0,0,0,25,3,0,78,140001169
Chris Wilson,0,0,80,0,0,0,75,73,0,78,140002540
Kevin Aguilar,0,0,160,0,0,0,100,18,0,78,140000230
Augusto Montano,100,0,0,0,0,0,50,27,0,77,140004766
Josh Quinlan,100,0,0,0,0,0,25,2,0,77,140001135
Mitch Clarke,0,90,80,0,0,0,125,32,0,77,140004645
Branden Lee Hinkle,100,0,0,0,0,0,50,27,0,77,140003126
Damien Brown,100,0,0,0,70,0,100,7,0,77,140000687
Gina Mazany,100,0,80,0,0,0,150,47,0,77,140000127
Kleydson Rodrigues,100,0,0,0,0,0,50,26,0,76,
Kazula Vargas,0,0,80,0,0,0,75,71,0,76,140000532
Sasha Palatnikov,100,0,0,0,0,0,50,26,0,76,140001086
Brunno Ferreira,100,0,0,0,0,0,25,1,0,76,140001628
Jesus Aguilar,100,0,0,0,0,0,25,1,0,76,140001542
Jason Day,100,0,0,0,0,0,50,26,0,76,140002937
Jose Torres,100,0,0,0,0,0,25,0,0,75,140000755
Rob Broughton,0,90,0,0,0,0,50,35,0,75,140004270
Andrei Semenov,100,0,0,0,0,0,25,0,0,75,140001840
Falaniko Vitale,100,0,0,0,0,0,25,0,0,75,140002228
Andre Roberts,100,0,0,0,0,0,25,0,0,75,140004897
War Machine,100,0,0,0,0,0,25,0,0,75,140004047
Tedd Williams,100,0,0,0,0,0,25,0,0,75,140001938
Akira Corassani,0,0,80,0,70,0,75,0,0,75,140004446
Juliana Miller,100,0,0,0,0,0,50,24,0,74,140001510
Keith Rockel,0,90,0,0,0,0,25,9,0,74,140002637
Greg Soto,0,0,80,0,0,0,50,44,0,74,140002912
Andrew Holbrook,0,0,0,0,140,0,75,8,0,73,140004561
Mark Godbeer,0,0,80,0,0,0,50,43,0,73,140000713
Bec Rawlings,0,90,80,0,0,0,125,27,0,72,140000721
Aleksa Camur,0,0,80,0,0,0,75,67,0,72,140000513
Mackens Semerzier,0,90,0,0,0,0,25,7,0,72,140003196
Tony Sims,100,0,0,0,0,0,50,22,0,72,140004353
Matt Sayles,0,90,0,0,0,0,75,57,0,72,140000314
Claudio Ribeiro,100,0,0,0,0,0,50,22,0,72,140001530
JeongYeong Lee,0,0,0,0,70,0,0,1,0,71,140001446
