name,KO/TKO,Submission,Unanimous Decision,Majority Decision,Split Decision,No Contest,Losses,StrikeBonus,5roundBonus,Value,FighterId
Scott Baker,0,0,0,0,0,0,25,0,0,-25,140004865
Carlos Barreto,0,0,0,0,0,0,25,0,0,-25,140004983
Michal Figlak,0,0,0,0,0,0,25,0,0,-25,140001612
David Baron,0,0,0,0,0,0,25,0,0,-25,140003922
Fred Ettish,0,0,0,0,0,0,25,0,0,-25,140004875
Rolles Gracie,0,0,0,0,0,0,25,0,0,-25,140002305
Roland Payne,0,0,0,0,0,0,25,0,0,-25,140004923
Asbel Cancio,0,0,0,0,0,0,25,0,0,-25,140004805
Mike Wessel,0,0,0,0,0,0,25,0,0,-25,140004267
Thomas Ramirez,0,0,0,0,0,0,25,0,0,-25,140004816
Frank Lester,0,0,0,0,0,0,25,0,0,-25,140003519
Dieusel Berto,0,0,0,0,0,0,25,0,0,-25,140004916
Neil Grove,0,0,0,0,0,0,25,0,0,-25,140002538
Rudyard Moncayo,0,0,0,0,0,0,25,0,0,-25,140004911
Brian Cobb,0,0,0,0,0,0,25,0,0,-25,140002592
John Matua,0,0,0,0,0,0,25,0,0,-25,140004898
Koji Kitao,0,0,0,0,0,0,25,0,0,-25,140004907
Gerry Harris,0,0,0,0,0,0,25,0,0,-25,140004958
Tai Bowden,0,0,0,0,0,0,25,0,0,-25,140004873
Zane Frazier,0,0,0,0,0,0,25,0,0,-25,140004880
Yanis Ghemmouri,0,0,0,0,0,0,25,0,0,-25,140005032
Ryan Madigan,0,0,0,0,0,0,25,0,0,-25,140002767
Austen Lane,0,0,0,0,0,0,25,0,0,-25,140000765
Ryan Parker,0,0,0,0,0,0,25,0,0,-25,140004968
Landon Quinones,0,0,0,0,0,0,25,0,0,-25,
Paul Herrera,0,0,0,0,0,0,25,0,0,-25,140004852
Manolo Zecchini,0,0,0,0,0,0,25,0,0,-25,140005063
Tim McKenzie,0,0,0,0,0,0,25,0,0,-25,140002861
Bogdan Guskov,0,0,0,0,0,0,25,0,0,-25,140005076
Askar Mozharov,0,0,0,0,0,0,25,0,0,-25,140001418
Saeed Hosseini,0,0,0,0,0,0,25,0,0,-25,140004879
Ike Villanueva,100,0,0,0,0,0,125,0,0,-25,140000908
Wes Albritton,0,0,0,0,0,0,25,0,0,-25,140004874
Ivan Serati,0,0,0,0,0,0,25,0,0,-25,140001766
Nick Sanzo,0,0,0,0,0,0,25,0,0,-25,140004807
Jim Mullen,0,0,0,0,0,0,25,0,0,-25,140004853
Alexandre Barros,0,0,0,0,0,0,25,0,0,-25,140001829
Tom Egan,0,0,0,0,0,0,25,0,0,-25,140001850
Rainy Martinez,0,0,0,0,0,0,25,0,0,-25,140004831
Marnic Mann,0,0,0,0,0,0,25,0,0,-25,140001620
Wallid Ismail,0,0,0,0,0,0,25,0,0,-25,140004837
John Dowdy,0,0,0,0,0,0,25,0,0,-25,140004820
Caolan Loughran,0,0,0,0,0,0,25,0,0,-25,
Fabio Gurgel,0,0,0,0,0,0,25,0,0,-25,140004985
Reza Nasri,0,0,0,0,0,0,25,0,0,-25,140004979
Julian Sanchez,0,0,0,0,0,0,25,0,0,-25,140004975
Felipe dos Santos,0,0,0,0,0,0,25,0,0,-25,140005044
John Campetella,0,0,0,0,0,0,25,0,0,-25,140004946
Derek Downey,0,0,0,0,0,0,25,0,0,-25,140002315
Matt Andersen,0,0,0,0,0,0,25,0,0,-25,140004892
Leigh Remedios,0,0,0,0,0,0,25,0,0,-25,140002591
Marcus Silveira,0,0,0,0,0,0,25,0,0,-25,
Val Woodburn,0,0,0,0,0,0,25,0,0,-25,140005015
Vernon White,0,0,0,0,0,0,25,0,0,-25,140002501
Nate Schroeder,0,0,0,0,0,0,25,0,0,-25,140002162
Victor Martinez,0,0,0,0,0,0,25,0,0,-25,140001204
Adrian Serrano,0,0,0,0,0,0,25,0,0,-25,140002145
Edgar Chairez,0,0,0,0,0,0,25,0,0,-25,
Josh Rafferty,0,0,0,0,0,0,25,0,0,-25,140002009
Alex Schoenauer,0,0,0,0,0,0,25,0,0,-25,140002029
Lodune Sincaid,0,0,0,0,0,0,25,0,0,-25,140002074
Chris Sanford,0,0,0,0,0,0,25,0,0,-25,140002105
Jason Thacker,0,0,0,0,0,0,25,0,0,-25,140002136
Bobby Southworth,0,0,0,0,0,0,25,0,0,-25,140002170
John Marsh,0,0,0,0,0,0,25,0,0,-25,140002270
Bill Mahood,0,0,0,0,0,0,25,0,0,-25,140002555
Khusein Askhabov,0,0,0,0,0,0,25,0,0,-25,140001149
Satoshi Honma,0,0,0,0,0,0,25,0,0,-25,140002031
Jermaine Andre,0,0,0,0,0,0,25,0,0,-25,140001916
Brian Gassaway,0,0,0,0,0,0,25,0,0,-25,140002851
Keigo Kunihara,0,0,0,0,0,0,25,0,0,-25,140003048
David Velasquez,0,0,0,0,0,0,25,0,0,-25,140001820
Sean Gannon,0,0,0,0,0,0,25,0,0,-25,140003132
Kerry Schall,0,0,0,0,0,0,25,0,0,-25,140003163
Brad Gumm,0,0,0,0,0,0,25,0,0,-25,140001755
Kit Cope,0,0,0,0,0,0,25,0,0,-25,140003206
Jeff Newton,0,0,0,0,0,0,25,0,0,-25,140003288
Mike Whitehead,0,0,0,0,0,0,25,0,0,-25,140001967
Keiichiro Yamamiya,0,0,0,0,0,0,25,0,0,-25,140005001
Ronald Jhun,0,0,0,0,0,0,25,0,0,-25,140002432
Amaury Bitetti,0,0,0,0,0,0,25,0,0,-25,140002245
Marcelo Aguiar,0,0,0,0,0,0,25,0,0,-25,140002223
Sam Patterson,0,0,0,0,0,0,25,0,0,-25,140001638
Chris Haseman,0,0,0,0,0,0,25,0,0,-25,140002526
Nick Serra,0,0,0,0,0,0,25,0,0,-25,140002474
Joao Pierini,0,0,0,0,0,0,25,0,0,-25,140002386
Zach Light,0,0,0,0,0,0,25,0,0,-25,140002453
Rodrigo Ruas,0,0,0,0,0,0,25,0,0,-25,140002409
Sean Alvarez,0,0,0,0,0,0,25,0,0,-25,140002080
Romie Aram,0,0,0,0,0,0,25,0,0,-25,140002115
Eddie Ruiz,0,0,0,0,0,0,25,0,0,-25,140002256
Gerald Strebendt,0,0,0,0,0,0,25,0,0,-25,140002450
Paul Creighton,0,0,0,0,0,0,25,0,0,-25,140002313
Ketlen Souza,0,0,0,0,0,0,25,0,0,-25,140001728
Kelly Dullanty,0,0,0,0,0,0,25,0,0,-25,140002010
Jesse Butler,0,0,0,0,0,0,25,0,0,-25,140001731
Homer Moore,0,0,0,0,0,0,25,0,0,-25,140002622
Roberto Traven,0,0,0,0,0,0,25,0,0,-25,140002576
Braxton Smith,0,0,0,0,0,0,25,0,0,-25,140001713
Joey Gilbert,0,0,0,0,0,0,25,0,0,-25,140002008
Nick Agallar,0,0,0,0,0,0,25,0,0,-25,140002614
Phil Johns,0,0,0,0,0,0,25,0,0,-25,140001895
Aaron Brink,0,0,0,0,0,0,25,0,0,-25,140002608
Chris Liguori,0,0,0,0,0,0,25,0,0,-25,140002628
Alex Stiebling,0,0,0,0,0,0,25,0,0,-25,140002552
Hailey Cowan,0,0,0,0,0,0,25,0,0,-25,140001526
Ivana Petrovic,0,0,0,0,0,0,25,0,0,-25,140001730
Westin Wilson,0,0,0,0,0,0,25,0,0,-25,140005010
Icho Larenas,0,0,0,0,0,0,25,0,0,-25,140002207
Masutatsu Yano,0,0,0,0,0,0,25,0,0,-25,140004997
Danyelle Wolf,0,0,0,0,0,0,25,0,0,-25,140001031
Floyd Sword,0,0,0,0,0,0,25,0,0,-25,140003430
Frank Caracci,0,0,0,0,0,0,25,0,0,-25,140004809
Rex Holman,0,0,0,0,0,0,25,0,0,-25,140002300
Darrel Gholar,0,0,0,0,0,0,25,0,0,-25,140004821
John Lober,0,0,0,0,0,0,25,0,0,-25,140004966
Jose Johnson,0,0,0,0,0,0,25,0,0,-25,140001013
Stevie Lynch,0,0,0,0,0,0,25,0,0,-25,140003266
Adriano Santos,0,0,0,0,0,0,25,0,0,-25,140004935
Brian Geraghty,0,0,0,0,0,0,25,0,0,-25,140003357
Allen Berube,0,0,0,0,0,0,25,0,0,-25,140003375
Joe Pardo,0,0,0,0,0,0,25,0,0,-25,140004902
Hugo Duarte,0,0,0,0,0,0,25,0,0,-25,140004910
Andy Wang,0,0,0,0,0,0,25,0,0,-25,140003401
Bob Gilstrap,0,0,0,0,0,0,25,0,0,-25,140004895
Steve Vigneault,0,0,0,0,0,0,25,0,0,-25,140002355
John Kolosci,0,0,0,0,0,0,25,0,0,-25,140004021
James Zikic,0,0,0,0,0,0,25,0,0,-25,140002557
Dorian Price,0,0,0,0,0,0,25,0,0,-25,140004015
Richie Hightower,0,0,0,0,0,0,25,0,0,-25,140004030
Dan Barrera,0,0,0,0,0,0,25,0,0,-25,140004034
Billy Miles,0,0,0,0,0,0,25,0,0,-25,140004042
James Lee,0,0,0,0,0,0,25,0,0,-25,140001781
Carlos Mota,0,0,0,0,0,0,25,0,0,-25,140001650
Ryan Roberts,0,0,0,0,0,0,25,0,0,-25,140002724
Noe Hernandez,0,0,0,0,0,0,25,0,0,-25,140004872
Igor Zinoviev,0,0,0,0,0,0,25,0,0,-25,140004870
Eugenio Tadeu,0,0,0,0,0,0,25,0,0,-25,140004826
Jorge Patino,0,0,0,0,0,0,25,0,0,-25,140004858
Steven Koslow,0,0,0,0,0,0,25,0,0,-25,140001668
Dennis Buzukja,0,0,0,0,0,0,25,0,0,-25,140001016
Erik Silva,0,0,0,0,0,0,25,0,0,-25,140001520
Daniel Barez,0,0,0,0,0,0,25,0,0,-25,140001250
Jeka Saragih,0,0,0,0,0,0,25,0,0,-25,140001675
Rick Davis,0,0,0,0,0,0,25,0,0,-25,140002776
Solomon Hutcherson,0,0,0,0,0,0,25,0,0,-25,140002966
Yizha,0,0,0,0,0,0,25,0,0,-25,
Kristian Rothaermel,0,0,0,0,0,0,25,0,0,-25,140003078
SeungGuk Choi,0,0,0,0,0,0,25,0,0,-25,140001422
Joe Jordan,0,0,0,0,0,0,25,0,0,-25,140003242
Kristof Midoux,0,0,0,0,0,0,25,0,0,-25,140003339
Shauna Bannon,0,0,0,0,0,0,25,0,0,-25,140005003
Lowell Anderson,0,0,0,0,0,0,25,0,0,-25,140004984
Flavio Luiz Moura,0,0,0,0,0,0,25,0,0,-25,140004964
Bassil Hafez,0,0,0,0,0,0,25,0,0,-25,140005025
Cory Walmsley,0,0,0,0,0,0,25,0,0,-25,140003445
Tony Petarra,0,0,0,0,0,0,25,0,0,-25,140004921
Mario Neto,0,0,0,0,0,0,25,0,0,-25,140003552
Chris Condo,0,0,0,0,0,0,25,0,0,-25,140004912
Mateus Mendonca,0,0,0,0,0,0,25,0,0,-25,140001632
Justin James,0,0,0,0,0,0,25,0,0,-25,140003711
Josh Shockman,0,0,0,0,0,0,25,0,0,-25,140003849
Sherman Pendergarst,0,0,0,0,0,0,25,0,0,-25,140003870
Darrius Flowers,0,0,0,0,0,0,25,0,0,-25,140001543
Nick Aguirre,0,0,0,0,0,0,25,0,0,-25,140001672
David Roberts,0,0,0,0,0,0,25,0,0,-25,140004915
Steve Byrnes,0,0,0,0,0,0,25,0,0,-25,140003914
Renzo Gracie,0,0,0,0,0,0,25,0,0,-25,140003317
Filip Pejic,0,0,0,0,0,0,25,0,0,-25,140003486
Ray Wizard,0,0,0,0,0,0,25,0,0,-25,140004819
Milton Vieira,0,0,0,0,0,0,25,0,0,-25,140004052
Yoshinori Horie,0,0,0,0,0,0,25,0,0,-25,140000501
Adam Cella,0,0,0,0,0,0,25,0,0,-25,140003338
Chris Spang,0,0,0,0,0,0,25,0,0,-25,140003323
Jimmy Quinlan,0,0,0,0,0,0,25,0,0,-25,140003474
Collin Hart,0,0,0,0,0,0,25,0,0,-25,140003478
Gilbert Smith,0,0,0,0,0,0,25,0,0,-25,140003502
Sung Bin Jo,0,0,0,0,0,0,25,0,0,-25,
Eddie Mendez,0,0,0,0,0,0,25,0,0,-25,140003992
Roger Gracie,0,0,0,0,0,0,25,0,0,-25,140004139
Alex Gorgees,0,0,0,0,0,0,25,0,0,-25,140000878
Justin Frazier,0,0,0,0,0,0,25,0,0,-25,140000877
Aaron Wilkinson,0,0,0,0,0,0,25,0,0,-25,140004434
Tyler Toner,0,0,0,0,0,0,25,0,0,-25,140004422
Sako Chivitchian,0,0,0,0,0,0,25,0,0,-25,140004419
Fredson Paixao,0,0,0,0,0,0,25,0,0,-25,140004409
Michel Batista,0,0,0,0,0,0,25,0,0,-25,140000875
Peggy Morgan,0,0,0,0,0,0,25,0,0,-25,140004690
Jon Manley,0,0,0,0,0,0,25,0,0,-25,140002758
Antonio Banuelos,0,0,0,0,0,0,25,0,0,-25,140002441
Will Chope,0,0,0,0,0,0,25,0,0,-25,140001879
Manuel Rodriguez,0,0,0,0,0,0,25,0,0,-25,140004634
Dustin Neace,0,0,0,0,0,0,25,0,0,-25,140004535
Stephen Bass,0,0,0,0,0,0,25,0,0,-25,140004556
Austin Springer,0,0,0,0,0,0,25,0,0,-25,140000771
Roman Bogatov,0,0,0,0,0,0,25,0,0,-25,140000920
Max Rohskopf,0,0,0,0,0,0,25,0,0,-25,140000917
Chris Tickle,0,0,0,0,0,0,25,0,0,-25,140003860
Chris Saunders,0,0,0,0,0,0,25,0,0,-25,140003848
Jesse Bongfeldt,0,0,0,0,0,0,25,0,0,-25,140004476
Ben Sosoli,0,0,0,0,0,0,25,0,0,-25,140000573
Chuck O'Neil,0,0,0,0,0,0,25,0,0,-25,140003614
Ryan McGillivray,0,0,0,0,0,0,25,0,0,-25,140003576
Wagner Campos,0,0,0,0,0,0,25,0,0,-25,140004056
Charlie Valencia,0,0,0,0,0,0,25,0,0,-25,140003320
Delson Heleno,0,0,0,0,0,0,25,0,0,-25,140004069
John Teixeira,0,0,0,0,0,0,25,0,0,-25,140004064
Anistavio Medeiros,0,0,0,0,0,0,25,0,0,-25,140004076
Isabela de Padua,0,0,0,0,0,0,25,0,0,-25,140000888
Shunichi Shimizu,0,0,0,0,0,0,25,0,0,-25,140001900
Adam Yandiev,0,0,0,0,0,0,25,0,0,-25,140000861
Albert Cheng,0,0,0,0,0,0,25,0,0,-25,140003070
Lewis Gonzalez,0,0,0,0,0,0,25,0,0,-25,140004355
Mark Scanlon,0,0,0,0,0,0,25,0,0,-25,140004336
Nick Roehrick,0,0,0,0,0,0,25,0,0,-25,140004231
Tom Gallicchio,0,0,0,0,0,0,25,0,0,-25,140004208
Cindy Dandois,0,0,0,0,0,0,25,0,0,-25,140003634
Martin Sano,0,0,0,0,0,0,25,0,0,-25,140001179
Josh Bryant,0,0,0,0,0,0,25,0,0,-25,140003730
Keith Berish,0,0,0,0,0,0,25,0,0,-25,140004778
Bubba Bush,0,0,0,0,0,0,25,0,0,-25,140004707
James Hammortree,0,0,0,0,0,0,25,0,0,-25,140003718
Bruno Korea,0,0,0,0,0,0,25,0,0,-25,140001170
Zviad Lazishvili,0,0,0,0,0,0,25,0,0,-25,140001196
Vernon Ramos Ho,0,0,0,0,0,0,25,0,0,-25,
Abner Lloveras,0,0,0,0,0,0,25,0,0,-25,140004770
Marcin Wrzosek,0,0,0,0,0,0,25,0,0,-25,140004775
CM Punk,0,0,0,0,0,0,25,0,0,-25,140000762
Martin Svensson,0,0,0,0,0,0,25,0,0,-25,140002986
Cory Hendricks,0,0,0,0,0,0,25,0,0,-25,140004276
James Toney,0,0,0,0,0,0,25,0,0,-25,140004083
James Mulheron,0,0,0,0,0,0,25,0,0,-25,140004347
Bharat Kandare,0,0,0,0,0,0,25,0,0,-25,140004759
Melinda Fabian,0,0,0,0,0,0,25,0,0,-25,140000774
Joe Giannetti,0,0,0,0,0,0,25,0,0,-25,140000795
Jay Cucciniello,0,0,0,0,0,0,25,0,0,-25,140000794
Alexandre Ferreira,0,0,0,0,0,0,25,0,0,-25,140004341
Richie Smullen,0,0,0,0,0,0,25,0,0,-25,140000791
Guilherme Vasconcelos,0,0,0,0,0,0,25,0,0,-25,140004385
Vinicius Queiroz,0,0,0,0,0,0,25,0,0,-25,140004237
Izabela Badurek,0,0,0,0,0,0,25,0,0,-25,140003596
Jianping Yang,0,0,0,0,0,0,25,0,0,-25,140004637
Tina Lahdemaki,0,0,0,0,0,0,25,0,0,-25,140004483
Humberto Brown Morrison,0,0,0,0,0,0,25,0,0,-25,
Maia Stevenson,0,0,0,0,0,0,25,0,0,-25,140000677
Karine Gevorgyan,0,0,0,0,0,0,25,0,0,-25,140004771
Alex Torres,0,0,0,0,0,0,25,0,0,-25,140003043
Bentley Syler,0,0,0,0,0,0,25,0,0,-25,140003346
Rocky Lee,0,0,0,0,0,0,25,0,0,-25,140003578
Matt Lucas,0,0,0,0,0,0,25,0,0,-25,140004475
Blood Diamond,0,0,0,0,0,0,75,47,0,-28,140001360
Victor Valimaki,0,0,0,0,0,0,50,22,0,-28,140003938
Steve Cantwell,0,90,0,0,0,0,125,2,0,-33,140004164
Hector Ramirez,0,0,0,0,0,0,50,16,0,-34,140003859
Elvis Sinosic,0,90,0,0,0,0,150,0,25,-35,140003116
Dustin Pague,0,90,0,0,0,0,125,0,0,-35,140004547
Steve Montgomery,0,0,0,0,0,0,50,14,0,-36,140004352
Ali AlQaisi,0,0,0,0,0,0,50,14,0,-36,140000979
Colin Fletcher,0,0,0,0,0,0,50,14,0,-36,140004646
Roldan Sangcha'an,0,0,0,0,0,0,50,13,0,-37,140004359
Antonio Dos Santos,0,0,0,0,0,0,50,13,0,-37,140004798
Denis Stojnic,0,0,0,0,0,0,50,12,0,-38,140002471
Nohelin Hernandez,0,0,0,0,0,0,50,12,0,-38,140000442
Brodie Farber,0,0,0,0,0,0,50,12,0,-38,140003593
Barb Honchak,0,0,0,0,0,0,50,12,0,-38,140000793
Jon Olav Einemo,0,0,0,0,0,0,50,10,0,-40,
Sarah Frota,0,0,0,0,0,0,50,9,0,-41,140000042
Anthony Macias,0,0,0,0,0,0,50,8,0,-42,140004978
Zhalgas Zhumagulov,0,90,0,0,0,0,150,18,0,-42,140000919
Bernardo Magalhaes,0,0,0,0,0,0,50,8,0,-42,140002687
Jessica Rakoczy,0,0,0,0,0,0,50,8,0,-42,140004692
Antonio Arroyo,0,0,0,0,0,0,75,32,0,-43,140000481
Leonardo Guimaraes,0,0,0,0,0,0,50,7,0,-43,140002854
Bobby Moffett,0,0,0,0,0,0,50,7,0,-43,140000208
Razak Al-Hassan,0,0,0,0,0,0,50,6,0,-44,140004158
Mike Santiago,0,0,0,0,0,0,75,31,0,-44,140000655
Darian Weeks,0,0,0,0,0,0,75,31,0,-44,140001136
Danny Mitchell,0,0,0,0,0,0,50,6,0,-44,140003183
Cesar Arzamendia,0,0,0,0,0,0,50,6,0,-44,140004737
Anton Zafir,0,0,0,0,0,0,50,6,0,-44,140004731
Joey Gambino,0,0,0,0,0,0,50,6,0,-44,140003994
Grigory Popov,0,0,0,0,0,0,50,5,0,-45,
Larry Cureton,0,0,0,0,0,0,50,5,0,-45,140004846
Steve Judson,0,0,0,0,0,0,50,5,0,-45,140001950
Kwan Ho Kwak,0,0,0,0,0,0,50,4,0,-46,140004729
Juan Manuel Puig,0,0,0,0,0,0,50,4,0,-46,
Cristina Stanciu,0,0,0,0,0,0,50,4,0,-46,140003522
Wagner Prado,0,0,0,0,0,0,50,4,0,-46,140004310
Royce Alger,0,0,0,0,0,0,50,3,0,-47,140004956
Anthony Lapsley,0,0,0,0,0,0,50,3,0,-47,140004668
Shane del Rosario,0,0,0,0,0,0,50,3,0,-47,
Oliver Enkamp,0,0,0,0,0,0,50,3,0,-47,140000716
Hayder Hassan,0,0,0,0,0,0,50,3,0,-47,140004472
Gabriella Fernandes,0,0,0,0,0,0,50,2,0,-48,140001679
Lucio Linhares,0,0,0,0,0,0,50,2,0,-48,140004284
Ross Pointon,0,0,0,0,0,0,50,2,0,-48,140002992
Fernando Bruno,0,0,0,0,0,0,50,2,0,-48,140004615
Ulysses Gomez,0,0,0,0,0,0,50,2,0,-48,140004285
Juancamilo Ronderos,0,0,0,0,0,0,50,2,0,-48,140001125
Drako Rodriguez,0,0,0,0,0,0,50,2,0,-48,140001022
Cameron VanCamp,0,0,0,0,0,0,50,2,0,-48,140001219
Tommy Hayden,0,0,0,0,0,0,50,1,0,-49,140002052
Leonardo Morales,0,0,0,0,0,0,50,1,0,-49,140004763
John Cofer,0,0,0,0,0,0,50,1,0,-49,140003868
Wes Combs,0,0,0,0,0,0,50,1,0,-49,140002935
Joe Charles,0,0,0,0,0,0,50,1,0,-49,140004998
Roger Bowling,0,0,0,0,0,0,50,1,0,-49,140003558
Sean Salmon,0,0,0,0,0,0,50,1,0,-49,140001966
Mark Holst,0,0,0,0,0,0,50,1,0,-49,140003750
Ryan Couture,0,0,0,0,0,0,50,1,0,-49,140003406
Emily Kagan,0,0,0,0,0,0,50,1,0,-49,140004785
Alex Ricci,0,0,0,0,0,0,50,1,0,-49,
David Lee,0,0,0,0,0,0,50,1,0,-49,140003530
Jorge Lopez,0,0,0,0,0,0,50,1,0,-49,140004168
Denys Bondar,0,0,0,0,0,0,50,1,0,-49,140001100
Mike Jackson,0,0,0,0,0,0,50,1,0,-49,140000761
Tim Williams,0,0,0,0,0,0,50,1,0,-49,140000691
Tim Lajcik,0,0,0,0,0,0,50,1,0,-49,140002385
Rob Wilkinson,0,0,0,0,0,0,50,0,0,-50,
Valeri Ignatov,0,0,0,0,0,0,50,0,0,-50,140004876
Wagner Silva,0,0,0,0,0,0,50,0,0,-50,140004134
Dashon Johnson,0,0,0,0,0,0,50,0,0,-50,140004362
Chris Heatherly,0,0,0,0,0,0,50,0,0,-50,140004602
Jason Godsey,0,0,0,0,0,0,50,0,0,-50,140004871
Takenori Sato,0,0,0,0,0,0,50,0,0,-50,140002846
James Bochnovic,0,0,0,0,0,0,50,0,0,-50,140000737
Guto Inocente,0,0,0,0,0,0,50,0,0,-50,140004466
Tim Gorman,0,0,0,0,0,0,50,0,0,-50,140003631
Domingo Pilarte,0,0,0,0,0,0,50,0,0,-50,140000482
Carl Deaton,0,0,0,0,0,0,50,0,0,-50,140001699
Dan Evensen,0,0,0,0,0,0,50,0,0,-50,140003708
Jack May,0,0,0,0,0,0,50,0,0,-50,140003751
Rosi Sexton,0,0,0,0,0,0,50,0,0,-50,140004068
Jamey Simmons,0,0,0,0,0,0,50,0,0,-50,140001081
Luan Lacerda,0,0,0,0,0,0,50,0,0,-50,140001669
Julie Kedzie,0,0,0,0,0,0,50,0,0,-50,140004166
Jose Maria,0,0,0,0,0,0,50,0,0,-50,
Steve Berger,0,0,0,0,0,0,50,0,0,-50,140002212
Danny Downes,0,0,0,0,0,0,50,0,0,-50,140003595
Cameron Else,0,0,0,0,0,0,50,0,0,-50,140001044
Hernani Perpetuo,0,0,0,0,0,0,50,0,0,-50,140003768
Nick Fiore,0,0,0,0,0,0,50,0,0,-50,140001671
Xavier Foupa-Pokam,0,0,0,0,0,0,50,0,0,-50,140003117
Elias Garcia,0,0,0,0,0,0,50,0,0,-50,140000803
Alexandre Dantas,0,0,0,0,0,0,50,0,0,-50,140002428
Joao Zeferino,0,0,0,0,0,0,50,0,0,-50,140003851
Yuri Villefort,0,0,0,0,0,0,50,0,0,-50,140002740
Amar Suloev,0,0,0,0,0,0,50,0,0,-50,140001876
TJ Laramie,0,0,0,0,0,0,50,0,0,-50,140000969
Quinn Mulhern,0,0,0,0,0,0,50,0,0,-50,140003128
Brandon Jenkins,0,0,0,0,0,0,50,0,0,-50,140001241
Brian Houston,0,0,0,0,0,0,50,0,0,-50,140004622
Ramiro Hernandez,0,0,0,0,0,0,50,0,0,-50,140004458
Chris Brennan,0,0,0,0,0,0,50,0,0,-50,140001783
Craig White,0,0,0,0,0,0,50,0,0,-50,140000753
Bobby Hoffman,0,0,0,0,0,0,50,0,0,-50,140002493
Bruno Souza,0,0,0,0,0,0,50,0,0,-50,140001353
Ben Wall,0,0,0,0,0,0,50,0,0,-50,140004696
Gabriel Santos,0,0,0,0,0,0,50,0,0,-50,140001707
Matt Bessette,0,0,0,0,0,0,50,0,0,-50,140000663
Chris Indich,0,0,0,0,0,0,50,0,0,-50,140003638
Shannon Ross,0,0,0,0,0,0,50,0,0,-50,140001505
Kris Moutinho,0,0,0,0,0,0,50,0,0,-50,140001130
David Dodd,0,0,0,0,0,0,50,0,0,-50,140002282
Micheal Gillmore,0,0,0,0,0,0,50,0,0,-50,140001186
Josh Copeland,0,0,0,0,0,0,50,0,0,-50,140004774
Mats Nilsson,0,0,0,0,0,0,50,0,0,-50,140003209
Chris Avila,0,0,0,0,0,0,50,0,0,-50,140004536
Gaetano Pirrello,0,0,0,0,0,0,50,0,0,-50,140001099
Jason Novelli,0,0,0,0,0,0,50,0,0,-50,140004496
Ronys Torres,0,0,0,0,0,0,50,0,0,-50,140002395
Anna Elmose,0,0,0,0,0,0,50,0,0,-50,140003858
Ericka Almeida,0,0,0,0,0,0,50,0,0,-50,140004120
Yusuke Kasuya,0,0,0,0,0,0,50,0,0,-50,140004757
Elvis Mutapcic,0,0,0,0,0,0,50,0,0,-50,140002045
Joseph Gigliotti,0,0,0,0,0,0,50,0,0,-50,
JC Cottrell,0,0,0,0,0,0,50,0,0,-50,140004410
Daniel Jolly,0,0,0,0,0,0,50,0,0,-50,140004647
Roman Salazar,0,0,0,0,0,0,50,0,0,-50,140004717
Anthony Christodoulou,0,0,0,0,0,0,50,0,0,-50,140002365
Sam Adkins,0,0,0,0,0,0,50,0,0,-50,140004800
Michael McBride,0,0,0,0,0,0,50,0,0,-50,140004626
Paul Redmond,0,0,0,0,0,0,50,0,0,-50,140002349
Steve Kennedy,0,0,0,0,0,0,50,0,0,-50,140004337
Collin Anglin,0,0,0,0,0,0,50,0,0,-50,140000983
Alexis Dufresne,0,0,0,0,0,0,50,0,0,-50,140004438
Cody East,0,0,0,0,0,0,50,0,0,-50,140003701
Rin Nakai,0,0,0,0,0,0,50,0,0,-50,140004698
Mehdi Baghdad,0,0,0,0,0,0,50,0,0,-50,140002202
Dileno Lopes,0,0,0,0,0,0,50,0,0,-50,140004613
John Allan,0,0,0,0,0,0,50,0,0,-50,140000465
Enrique Marin,0,0,0,0,0,0,50,0,0,-50,140004747
Jonavin Webb,0,0,0,0,0,0,50,0,0,-50,140003905
Terrence Mitchell,0,0,0,0,0,0,50,0,0,-50,140005011
Alex Reyes,0,0,0,0,0,0,50,0,0,-50,140001698
Horacio Gutierrez,0,0,0,0,0,0,50,0,0,-50,140004745
Alberto Uda,0,0,0,0,0,0,50,0,0,-50,140003971
Joey Gomez,0,0,0,0,0,0,50,0,0,-50,140004427
Konstantin Erokhin,0,0,0,0,0,0,50,0,0,-50,140002318
Jesse Lennox,0,0,0,0,0,0,50,0,0,-50,140003716
Andreas Stahl,0,0,0,0,0,0,50,0,0,-50,140004762
Leo Kuntz,0,0,0,0,0,0,50,0,0,-50,140004041
Jim Wallhead,0,0,0,0,0,0,50,0,0,-50,
Chase Gormley,0,0,0,0,0,0,50,0,0,-50,140004043
Dakota Bush,0,0,0,0,0,0,50,0,0,-50,140001121
Charlie Ward,0,0,0,0,0,0,50,0,0,-50,140004727
Shayna Baszler,0,0,0,0,0,0,50,0,0,-50,140004656
Cain Carrizosa,0,0,0,0,0,0,50,0,0,-50,140004644
Jorge de Oliveira,0,0,0,0,0,0,50,0,0,-50,140004754
Mark Striegl,0,0,0,0,0,0,50,0,0,-50,140001007
Townsend Saunders,0,0,0,0,0,0,50,0,0,-50,140004845
Larissa Pacheco,0,0,0,0,0,0,50,0,0,-50,140004676
Jesse Strader,0,0,0,0,0,0,50,0,0,-50,140001109
Steve Lopez,0,0,0,0,0,0,50,0,0,-50,140004165
Josh Shockley,0,0,0,0,0,0,50,0,0,-50,140004252
